rows,columns,first_year,last_year,unique_months,food_groups,geographic_areas,missing_cells,duplicate_keys,target_mean,target_median,target_standard_deviation,target_minimum,target_maximum,target_skewness
113400,15,2012,2018,84,90,15,0,0,0.5963235097001764,0.46,0.44413155063898924,0.033,3.29,1.7857235009038728
